21
34.125	24.872
5.143	39.194
32.612	31.906	1.0
35.627	39.614	1.0
1.815	32.03	1.0
16.182	17.715	1.0
10.235	6.894	1.0
8.477	0.522	1.0
15.438	8.995	1.0
29.988	3.0	1.0
1.878	13.087	1.0
2.746	23.962	1.0
36.078	28.678	1.0
0.457	21.243	1.0
36.377	12.789	1.0
33.362	0.942	1.0
29.793	25.342	1.0
3.242	26.793	1.0
2.802	7.857	1.0
20.432	21.116	1.0
29.521	29.355	1.0
28.565	38.417	1.0
36.895	21.184	1.0
0.761	0.765	0.852	0.831	0.825	0.875	0.752	0.748	0.871	0.814	0.881	0.7	0.828	0.8	0.742	0.732	0.71	0.749	0.792	0.733	0.838
