25
22.646	15.293
41.384	41.438
20.683	6.141	1.0
15.679	37.023	1.0
42.257	17.039	1.0
41.78	11.496	1.0
25.728	29.169	1.0
38.227	34.473	1.0
3.009	40.729	1.0
9.735	31.708	1.0
34.01	24.483	1.0
7.223	17.956	1.0
28.363	41.603	1.0
14.254	42.475	1.0
15.702	9.945	1.0
32.736	19.866	1.0
37.085	3.379	1.0
42.603	22.304	1.0
8.818	10.559	1.0
42.292	1.538	1.0
37.775	19.456	1.0
19.132	31.423	1.0
43.541	8.585	1.0
17.322	21.269	1.0
2.462	24.638	1.0
0.942	19.802	1.0
32.218	10.83	1.0
0.791	0.785	0.868	0.875	0.702	0.709	0.858	0.898	0.865	0.725	0.795	0.736	0.858	0.862	0.763	0.8	0.71	0.857	0.745	0.728	0.86	0.783	0.762	0.859	0.75
