26
16.338	4.489
51.37	16.406
26.703	26.252	1.0
19.941	16.447	1.0
38.581	14.649	1.0
43.91	29.393	1.0
4.664	25.471	1.0
44.134	42.831	1.0
46.124	14.475	1.0
7.551	20.274	1.0
52.812	8.154	1.0
29.94	26.366	1.0
26.729	6.255	1.0
6.971	51.121	1.0
25.387	35.402	1.0
23.947	49.901	1.0
38.125	18.788	1.0
52.286	33.938	1.0
15.9	52.778	1.0
32.622	30.736	1.0
22.043	35.297	1.0
50.867	45.73	1.0
29.852	6.599	1.0
40.3	11.763	1.0
30.142	21.523	1.0
36.605	2.184	1.0
2.686	13.609	1.0
35.531	33.481	1.0
0.878	0.756	0.86	0.871	0.895	0.749	0.732	0.739	0.748	0.714	0.781	0.791	0.855	0.806	0.886	0.727	0.707	0.705	0.854	0.784	0.877	0.749	0.74	0.836	0.801	0.714
