22
6.223	19.84
0.271	3.313
13.377	24.107	1.0
22.426	0.803	1.0
3.383	15.842	1.0
3.421	19.992	1.0
0.186	5.901	1.0
9.568	14.47	1.0
19.066	9.16	1.0
22.905	12.908	1.0
7.843	4.792	1.0
12.286	19.265	1.0
13.088	4.015	1.0
3.531	11.329	1.0
11.115	5.572	1.0
6.969	8.18	1.0
15.405	15.377	1.0
7.906	0.081	1.0
2.983	5.325	1.0
20.99	18.029	1.0
2.088	8.856	1.0
2.695	23.43	1.0
20.1	4.319	1.0
23.947	5.925	1.0
0.564	0.575	0.611	0.583	0.545	0.607	0.583	0.644	0.569	0.632	0.663	0.67	0.649	0.52	0.567	0.507	0.502	0.562	0.666	0.528	0.593	0.587
