23
48.825	54.144
2.708	52.893
25.388	19.264	1.0
30.222	2.736	1.0
42.776	54.694	1.0
44.33	32.503	1.0
23.7	57.523	1.0
49.837	14.628	1.0
27.787	33.133	1.0
50.039	5.795	1.0
45.207	7.19	1.0
15.281	2.12	1.0
17.679	9.045	1.0
58.585	42.988	1.0
56.666	52.779	1.0
31.661	53.967	1.0
10.704	41.234	1.0
6.18	49.461	1.0
9.678	16.408	1.0
24.016	38.862	1.0
40.228	48.152	1.0
40.359	22.315	1.0
10.421	22.655	1.0
39.206	10.842	1.0
8.677	34.139	1.0
0.736	0.869	0.835	0.709	0.875	0.847	0.765	0.849	0.855	0.742	0.848	0.703	0.725	0.706	0.803	0.875	0.761	0.761	0.787	0.849	0.747	0.866	0.864
