26
13.929	21.65
58.589	41.197
2.607	32.688	1.0
42.088	25.296	1.0
59.679	54.477	1.0
12.227	49.716	1.0
3.097	45.098	1.0
50.41	60.576	1.0
49.383	14.723	1.0
26.714	38.739	1.0
1.758	61.912	1.0
13.035	45.89	1.0
7.095	51.799	1.0
35.322	60.013	1.0
35.41	54.871	1.0
0.995	47.315	1.0
15.194	49.227	1.0
57.403	7.15	1.0
43.753	59.687	1.0
37.637	4.825	1.0
4.503	28.181	1.0
51.468	19.169	1.0
28.212	5.696	1.0
34.41	49.661	1.0
20.256	17.272	1.0
0.919	30.099	1.0
44.237	13.637	1.0
60.703	62.885	1.0
0.853	0.836	0.773	0.842	0.776	0.736	0.837	0.769	0.85	0.82	0.842	0.711	0.788	0.835	0.788	0.865	0.776	0.76	0.77	0.726	0.802	0.751	0.712	0.727	0.89	0.858
