27
9.947	32.674
51.215	52.093
0.721	16.981	1.0
12.066	5.694	1.0
2.898	3.135	1.0
38.419	18.673	1.0
4.819	13.882	1.0
53.737	3.005	1.0
3.177	29.147	1.0
50.604	32.415	1.0
53.928	45.057	1.0
34.292	11.576	1.0
46.638	54.127	1.0
3.862	19.943	1.0
55.142	13.37	1.0
3.863	49.538	1.0
16.028	11.442	1.0
8.567	54.806	1.0
8.527	42.96	1.0
6.658	37.526	1.0
13.108	51.496	1.0
26.98	31.452	1.0
50.402	28.873	1.0
28.879	27.406	1.0
51.051	9.827	1.0
4.219	9.856	1.0
40.223	39.706	1.0
11.02	8.809	1.0
12.798	38.076	1.0
0.845	0.829	0.803	0.724	0.755	0.851	0.847	0.8	0.8	0.729	0.887	0.837	0.728	0.873	0.717	0.718	0.769	0.799	0.807	0.718	0.708	0.873	0.776	0.731	0.806	0.795	0.89
