30
6.928	24.147
34.494	29.178
40.3	5.957	1.0
39.808	35.271	1.0
18.265	22.444	1.0
21.622	19.577	1.0
41.403	12.02	1.0
37.88	40.238	1.0
28.637	12.183	1.0
15.545	47.989	1.0
34.717	44.03	1.0
42.679	15.137	1.0
46.064	44.689	1.0
31.165	15.087	1.0
45.037	33.559	1.0
48.532	12.325	1.0
4.704	26.099	1.0
41.741	3.726	1.0
9.99	27.987	1.0
14.283	22.268	1.0
5.387	7.65	1.0
21.089	36.098	1.0
12.629	11.876	1.0
21.534	43.018	1.0
17.846	9.234	1.0
5.312	19.917	1.0
33.198	3.221	1.0
34.842	35.528	1.0
22.747	0.039	1.0
43.517	25.196	1.0
1.335	26.231	1.0
26.509	9.351	1.0
0.813	0.803	0.834	0.737	0.792	0.85	0.744	0.856	0.761	0.708	0.848	0.82	0.754	0.884	0.876	0.736	0.851	0.876	0.82	0.797	0.705	0.776	0.717	0.808	0.76	0.715	0.812	0.891	0.784	0.761
