33
198	676
296	792
993	975	14.5856
240	966	14.9282
851	714	20.5848
499	7	27.4781
70	25	4.77401
509	456	14.0568
988	1089	19.7742
220	1082	14.1554
8	1050	25.1416
931	785	20.6931
662	632	9.49334
486	571	8.16037
104	214	29.4902
11	48	11.2702
541	642	7.13194
1060	921	15.4032
181	466	11.2325
922	1000	10.908
622	600	8.65693
403	241	21.66
105	547	7.23934
345	130	23.4769
288	383	6.79003
725	379	42.8489
1051	763	19.5117
301	323	11.4593
514	618	6.00302
78	811	31.8124
345	434	9.1997
82	60	5.46659
165	528	6.47904
1014	271	40.2139
991	638	23.9962
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
