29
38.614	22.758
5.3	22.479
41.668	37.993	1.0
9.378	7.905	1.0
36.717	12.294	1.0
27.841	19.893	1.0
11.494	18.996	1.0
20.083	29.45	1.0
33.785	34.981	1.0
20.638	26.753	1.0
5.121	31.273	1.0
27.544	42.205	1.0
30.979	37.135	1.0
42.276	7.309	1.0
26.469	47.158	1.0
14.291	29.148	1.0
9.064	29.836	1.0
9.22	14.082	1.0
29.351	32.514	1.0
17.458	6.379	1.0
12.597	31.053	1.0
9.463	33.017	1.0
32.068	10.065	1.0
33.645	12.065	1.0
7.049	37.941	1.0
19.334	11.164	1.0
46.76	18.14	1.0
37.785	29.152	1.0
45.451	40.446	1.0
0.964	11.424	1.0
24.768	40.365	1.0
0.885	0.741	0.76	0.801	0.738	0.762	0.798	0.875	0.863	0.723	0.792	0.706	0.863	0.889	0.744	0.741	0.88	0.826	0.858	0.761	0.857	0.808	0.832	0.776	0.755	0.825	0.741	0.765	0.874
