26
24.519	43.717
24.557	37.285
13.145	32.857	1.0
8.016	13.921	1.0
30.443	36.355	1.0
1.575	8.071	1.0
42.519	9.692	1.0
19.783	37.845	1.0
9.038	9.407	1.0
43.983	4.731	1.0
32.574	30.802	1.0
6.062	28.607	1.0
40.648	39.571	1.0
19.988	30.455	1.0
16.592	15.44	1.0
14.056	35.444	1.0
40.884	21.457	1.0
35.76	26.572	1.0
18.741	10.886	1.0
4.486	36.579	1.0
7.585	32.061	1.0
16.767	32.525	1.0
23.286	28.388	1.0
27.95	8.143	1.0
44.341	23.569	1.0
25.304	9.351	1.0
30.491	26.13	1.0
32.852	19.344	1.0
0.829	0.753	0.782	0.74	0.858	0.742	0.885	0.801	0.881	0.879	0.862	0.819	0.832	0.777	0.861	0.882	0.875	0.792	0.791	0.705	0.727	0.713	0.857	0.845	0.746	0.872
