23
10.649	5.927
18.965	7.912
32.419	9.033	1.0
42.005	45.199	1.0
11.351	35.335	1.0
0.093	38.312	1.0
5.111	12.766	1.0
11.98	29.07	1.0
4.981	17.932	1.0
15.74	0.515	1.0
36.286	12.767	1.0
1.349	48.786	1.0
38.643	24.251	1.0
14.556	18.201	1.0
29.376	7.77	1.0
0.026	0.462	1.0
18.416	35.711	1.0
47.522	40.602	1.0
44.146	50.862	1.0
27.028	2.782	1.0
18.402	1.517	1.0
39.37	44.197	1.0
43.436	23.682	1.0
45.292	42.31	1.0
6.466	27.094	1.0
0.883	0.723	0.837	0.769	0.726	0.881	0.815	0.708	0.833	0.714	0.799	0.769	0.739	0.753	0.841	0.832	0.728	0.875	0.775	0.78	0.821	0.813	0.793
