19
256	45
37	131
348	22	34.8611
235	86	15.0255
175	187	5.62511
155	257	18.5533
157	345	4.60761
139	198	12.9565
141	43	32.1333
96	276	24.6286
188	197	6.30448
140	323	4.42714
266	342	5.92637
34	78	9.34043
150	333	5.14351
29	103	9.59094
217	148	21.5465
337	187	34.3374
135	144	21.1383
269	323	7.43283
313	293	20.6204
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
