23
22.284	3.818
25.08	32.106
25.349	40.213	1.0
9.823	30.569	1.0
41.13	15.356	1.0
7.844	20.806	1.0
13.521	35.898	1.0
1.963	27.684	1.0
20.128	3.52	1.0
45.539	12.503	1.0
44.895	50.413	1.0
29.45	49.22	1.0
18.712	16.728	1.0
2.627	49.166	1.0
4.19	13.867	1.0
36.058	22.788	1.0
34.808	13.002	1.0
50.256	26.681	1.0
45.097	18.549	1.0
19.921	29.101	1.0
50.529	45.24	1.0
48.963	13.856	1.0
4.867	10.212	1.0
9.879	7.875	1.0
27.082	4.883	1.0
0.861	0.728	0.76	0.835	0.783	0.779	0.712	0.836	0.883	0.744	0.738	0.709	0.877	0.895	0.724	0.775	0.837	0.774	0.832	0.822	0.795	0.795	0.705
