35
520	712
231	173
645	489	23.9542
365	1087	35.7601
454	645	31.794
791	687	71.0051
277	591	33.261
185	40	33.4911
1093	278	43.6573
1212	196	47.3735
336	654	31.2631
51	29	41.478
531	196	42.3296
632	310	22.228
245	119	17.384
509	1184	28.1985
595	428	26.5481
809	213	44.136
673	264	19.0401
1120	428	59.4029
880	919	8.90821
384	860	71.1636
79	619	11.1661
172	840	83.8796
415	159	46.3845
219	1141	49.572
749	1187	49.3622
1192	1103	90.7483
33	1189	70.5177
18	560	33.8322
730	451	29.0366
112	621	11.115
896	900	7.64786
473	388	43.4638
654	558	21.9163
906	1154	50.743
424	1166	28.5491
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
