35
427	215
276	747
111	305	21.1808
489	845	39.772
615	82	71.1198
838	874	21.3148
75	929	26.9261
875	0	58.7946
613	270	13.922
307	161	15.4437
719	423	58.3131
444	422	16.6448
852	820	18.6146
88	566	15.0098
408	445	14.9132
1034	28	14.9865
58	997	21.4509
293	115	17.1709
1063	65	15.4789
288	676	26.2832
1049	363	55.8398
391	176	21.0639
241	774	13.8038
433	87	34.3578
81	613	18.2434
453	1082	91.6771
831	763	20.1111
321	314	52.5839
99	371	25.2884
145	822	37.6678
1216	754	137.896
120	1026	24.2013
404	786	33.2256
310	611	25.7398
58	472	33.0465
588	307	15.019
982	236	45.2042
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
