24
19.829	27.376
47.555	47.597
54.062	15.784	1.0
2.358	1.985	1.0
27.699	31.802	1.0
9.696	35.42	1.0
27.558	55.84	1.0
58.772	28.093	1.0
49.895	59.462	1.0
48.216	6.402	1.0
3.057	50.758	1.0
19.569	16.278	1.0
29.686	57.997	1.0
58.686	40.903	1.0
47.185	53.718	1.0
52.527	59.211	1.0
10.389	46.957	1.0
18.872	29.801	1.0
29.986	43.835	1.0
58.668	32.476	1.0
32.745	19.649	1.0
2.954	53.879	1.0
43.484	47.857	1.0
59.06	37.552	1.0
10.321	27.566	1.0
59.133	48.093	1.0
0.793	0.873	0.837	0.892	0.887	0.848	0.873	0.734	0.891	0.733	0.74	0.795	0.889	0.751	0.86	0.709	0.847	0.825	0.764	0.835	0.813	0.704	0.743	0.784
