28
11.87	34.592
16.905	11.759
46.24	28.802	1.0
4.693	23.397	1.0
12.704	24.316	1.0
21.302	3.449	1.0
20.946	40.332	1.0
9.272	30.353	1.0
36.543	1.425	1.0
2.27	33.763	1.0
3.969	2.52	1.0
18.482	9.586	1.0
31.586	39.624	1.0
39.008	36.449	1.0
13.633	46.655	1.0
31.83	36.394	1.0
37.727	43.987	1.0
32.309	6.952	1.0
46.241	13.04	1.0
35.664	12.978	1.0
9.971	34.191	1.0
20.926	18.008	1.0
46.049	16.265	1.0
11.042	39.146	1.0
45.408	35.211	1.0
25.268	43.447	1.0
14.41	26.54	1.0
28.011	22.115	1.0
37.811	39.689	1.0
17.141	18.151	1.0
0.895	0.701	0.833	0.892	0.877	0.802	0.711	0.706	0.821	0.886	0.813	0.721	0.827	0.706	0.704	0.78	0.713	0.774	0.895	0.735	0.756	0.828	0.88	0.887	0.781	0.89	0.738	0.796
