27
17.681	47.617
35.093	2.277
59.931	59.896	1.0
33.078	14.516	1.0
38.184	56.419	1.0
9.836	35.008	1.0
2.005	22.099	1.0
54.222	39.733	1.0
32.408	53.618	1.0
14.207	44.241	1.0
53.951	8.038	1.0
31.47	41.612	1.0
63.521	9.065	1.0
17.829	63.198	1.0
8.524	57.849	1.0
15.064	28.789	1.0
24.805	63.381	1.0
37.147	36.012	1.0
17.953	54.018	1.0
59.804	39.872	1.0
60.776	29.882	1.0
21.176	37.548	1.0
24.446	9.493	1.0
8.489	41.733	1.0
36.461	24.862	1.0
42.298	57.763	1.0
54.113	3.471	1.0
23.906	21.029	1.0
2.833	3.121	1.0
0.877	0.703	0.804	0.722	0.763	0.879	0.755	0.861	0.875	0.729	0.86	0.783	0.833	0.812	0.711	0.896	0.879	0.757	0.741	0.839	0.882	0.817	0.714	0.756	0.713	0.873	0.896
