26
38.312	35.772
25.826	21.524
44.145	35.312	1.0
37.979	0.941	1.0
40.957	20.303	1.0
15.575	21.561	1.0
4.171	9.689	1.0
13.67	39.231	1.0
6.763	11.86	1.0
32.57	19.514	1.0
13.159	11.43	1.0
1.589	0.358	1.0
43.174	39.117	1.0
32.413	24.442	1.0
2.66	29.11	1.0
35.751	11.272	1.0
24.961	31.391	1.0
15.608	33.811	1.0
28.645	11.869	1.0
16.348	6.401	1.0
6.748	24.559	1.0
10.972	6.05	1.0
11.027	16.022	1.0
37.467	38.075	1.0
40.342	7.952	1.0
16.218	10.657	1.0
8.689	38.982	1.0
6.538	21.591	1.0
0.718	0.734	0.723	0.894	0.799	0.862	0.779	0.838	0.769	0.868	0.883	0.772	0.724	0.863	0.854	0.733	0.876	0.774	0.864	0.776	0.798	0.725	0.762	0.898	0.836	0.88
