21
44.03	8.42
21.755	17.407
44.184	32.164	1.0
10.761	34.311	1.0
26.35	18.231	1.0
39.289	35.657	1.0
8.972	30.832	1.0
30.059	25.765	1.0
42.805	20.145	1.0
25.781	11.877	1.0
3.063	26.579	1.0
44.119	27.051	1.0
22.303	26.293	1.0
0.917	12.79	1.0
47.151	24.724	1.0
31.43	12.028	1.0
12.064	10.004	1.0
23.434	7.066	1.0
33.168	15.92	1.0
20.007	18.023	1.0
44.86	47.876	1.0
45.38	35.307	1.0
16.961	7.083	1.0
0.87	0.813	0.83	0.702	0.746	0.716	0.763	0.709	0.835	0.863	0.818	0.807	0.717	0.778	0.877	0.858	0.822	0.885	0.82	0.864	0.882
