19
146	359
184	301
352	156	14.4974
347	253	20.8688
13	239	13.2895
289	168	15.8116
67	188	6.84477
336	334	1.98976
278	268	17.0552
179	75	11.4295
130	311	14.6501
316	44	14.4254
181	123	9.70011
62	211	4.99746
294	106	4.68494
0	304	19.2435
328	332	1.80227
190	289	1.81516
196	283	2.53777
273	100	6.48724
88	18	23.1095
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
