32
578	138
343	239
441	205	9.29724
910	943	9.91632
354	286	12.5162
116	409	20.5784
247	1011	43.3869
244	823	23.9478
639	554	50.1789
892	240	46.4899
429	530	28.6541
943	570	35.9663
965	765	38.8584
786	444	8.52469
452	963	41.4912
764	338	15.8148
668	388	18.73
904	978	9.53132
469	181	11.049
853	686	28.2303
170	754	14.3118
100	201	52.2127
1011	1017	30.2857
380	429	24.9173
98	505	12.9287
150	488	14.6439
363	660	11.2789
503	774	39.7762
407	647	13.4289
229	726	14.7713
704	317	17.2725
635	42	32.3083
141	557	16.1711
773	411	8.54431
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
