30
20.376	5.805
1.145	25.354
45.394	9.363	1.0
14.224	28.023	1.0
58.905	37.501	1.0
60.773	43.069	1.0
54.597	35.417	1.0
47.04	13.523	1.0
56.256	44.23	1.0
15.081	46.358	1.0
65.905	7.885	1.0
24.373	43.261	1.0
56.13	60.241	1.0
46.436	4.905	1.0
56.637	26.576	1.0
21.095	46.844	1.0
35.824	38.401	1.0
24.745	65.235	1.0
56.423	29.677	1.0
16.99	32.107	1.0
8.645	13.157	1.0
28.977	46.305	1.0
45.711	27.29	1.0
7.408	6.181	1.0
40.002	28.945	1.0
67.728	53.623	1.0
35.644	25.288	1.0
4.908	2.444	1.0
61.658	62.566	1.0
57.311	56.7	1.0
1.962	32.088	1.0
10.124	36.659	1.0
0.821	0.791	0.714	0.703	0.744	0.765	0.77	0.788	0.761	0.811	0.795	0.751	0.829	0.741	0.825	0.739	0.844	0.755	0.858	0.753	0.784	0.702	0.832	0.753	0.74	0.86	0.74	0.747	0.765	0.833
