31
230	483
475	335
868	110	43.9115
485	944	27.1379
784	502	7.40874
507	807	20.978
662	504	33.1928
571	576	28.0015
42	641	26.4496
191	42	29.3498
702	942	30.7777
80	777	24.6887
332	76	9.65092
323	112	9.99518
955	350	27.3998
801	480	5.66043
863	323	6.22098
374	621	29.072
759	252	31.1305
173	755	27.7567
427	848	18.3561
15	106	55.3565
860	617	26.1426
378	523	28.0756
547	434	35.7917
392	335	21.429
647	841	7.2161
810	846	28.9521
136	569	24.1537
845	334	4.25317
511	120	46.5433
911	735	35.4318
617	821	8.29095
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
