18
72	73
211	18
52	315	5.80565
311	88	3.14984
38	288	5.15564
200	56	5.00758
151	192	6.98644
98	323	6.88406
67	37	4.3864
234	176	2.75174
93	83	3.01484
292	286	11.8424
316	183	8.50635
140	265	13.2042
10	257	4.4593
105	48	6.38064
183	155	8.22592
253	178	3.10427
145	113	9.33504
289	68	4.18471
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
