30
22.184	25.657
49.593	36.592
1.09	26.289	1.0
40.547	26.983	1.0
47.64	49.474	1.0
54.886	35.233	1.0
17.293	38.787	1.0
40.004	7.093	1.0
35.75	39.739	1.0
2.119	7.324	1.0
44.905	17.012	1.0
49.248	44.711	1.0
6.314	45.723	1.0
1.894	32.233	1.0
13.558	2.088	1.0
45.706	7.674	1.0
53.818	17.303	1.0
10.002	53.914	1.0
37.952	18.485	1.0
29.804	33.864	1.0
28.729	30.956	1.0
44.975	2.65	1.0
1.441	38.351	1.0
31.204	44.689	1.0
33.979	31.853	1.0
15.123	56.447	1.0
25.326	55.609	1.0
37.927	21.467	1.0
24.308	30.738	1.0
3.91	44.978	1.0
9.785	37.304	1.0
50.153	33.852	1.0
0.851	0.853	0.79	0.815	0.782	0.889	0.848	0.825	0.89	0.82	0.804	0.798	0.851	0.867	0.879	0.717	0.814	0.874	0.839	0.843	0.818	0.825	0.839	0.818	0.711	0.721	0.862	0.862	0.747	0.729
