18
306	151
185	134
139	86	1.26487
28	208	4.56699
174	145	2.03319
263	81	2.88257
249	294	9.54737
204	134	2.93216
147	92	1.30042
263	12	8.28979
136	27	4.56903
280	67	2.9178
274	170	4.91395
299	266	10.4594
230	205	6.07171
284	50	3.00838
32	176	5.40319
250	53	6.15338
130	54	3.74653
81	274	9.26864
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
