21
1.52	23.808
2.444	7.744
18.226	32.82	1.0
25.756	17.511	1.0
39.028	4.822	1.0
46.711	7.981	1.0
7.214	23.632	1.0
7.164	14.358	1.0
0.994	37.407	1.0
27.148	0.768	1.0
19.091	9.705	1.0
3.988	44.371	1.0
5.74	2.47	1.0
24.292	9.458	1.0
12.362	33.679	1.0
34.96	15.08	1.0
36.44	43.318	1.0
38.946	12.664	1.0
38.317	47.094	1.0
24.248	36.538	1.0
14.712	29.125	1.0
19.691	42.155	1.0
19.299	25.338	1.0
0.819	0.76	0.829	0.831	0.775	0.753	0.724	0.838	0.894	0.762	0.765	0.747	0.815	0.744	0.867	0.774	0.766	0.835	0.771	0.745	0.812
