21
51.714	20.822
38.851	49.055
42.766	20.675	1.0
26.891	23.199	1.0
29.275	6.095	1.0
55.358	10.119	1.0
18.453	35.594	1.0
44.371	9.166	1.0
49.791	32.563	1.0
53.885	45.163	1.0
50.042	8.237	1.0
12.155	49.566	1.0
5.926	5.451	1.0
29.714	8.864	1.0
35.236	16.502	1.0
40.965	56.313	1.0
3.719	35.505	1.0
13.132	8.627	1.0
12.427	19.402	1.0
17.056	9.493	1.0
51.155	52.103	1.0
49.275	26.935	1.0
56.711	28.36	1.0
0.813	0.812	0.71	0.822	0.789	0.716	0.72	0.717	0.78	0.875	0.716	0.888	0.825	0.864	0.817	0.805	0.889	0.844	0.821	0.753	0.801
