26
28.736	14.216
8.506	26.758
14.74	35.894	1.0
43.476	11.924	1.0
59.702	49.412	1.0
60.49	52.639	1.0
56.505	33.641	1.0
55.854	61.817	1.0
7.398	42.29	1.0
33.7	57.938	1.0
60.195	60.145	1.0
11.402	55.449	1.0
25.399	62.617	1.0
27.995	36.564	1.0
16.285	3.53	1.0
43.623	43.656	1.0
14.333	25.146	1.0
29.344	7.497	1.0
49.011	31.562	1.0
13.0	2.413	1.0
31.324	48.785	1.0
5.154	13.564	1.0
31.538	40.027	1.0
62.809	45.116	1.0
0.269	26.261	1.0
30.782	32.719	1.0
53.352	42.08	1.0
3.693	28.211	1.0
0.856	0.718	0.741	0.872	0.867	0.794	0.749	0.9	0.732	0.853	0.838	0.705	0.723	0.809	0.898	0.882	0.742	0.735	0.772	0.777	0.794	0.793	0.736	0.762	0.809	0.773
