34
746	238
52	369
767	872	52.2605
131	1050	34.7344
354	1107	57.7189
584	998	29.3207
516	134	38.6362
797	1099	23.4575
1121	264	4.63449
529	473	43.0847
139	103	27.6762
31	479	31.6387
109	304	25.0933
1133	252	4.29205
644	195	26.0575
26	987	28.2974
1042	489	31.091
236	477	7.36838
223	448	8.85515
700	1146	19.7367
400	603	30.299
755	324	24.6552
660	1068	23.2856
604	291	21.3492
839	380	20.3895
1110	401	22.41
128	4	23.555
146	829	29.9804
391	216	34.2383
1143	285	7.7505
563	749	20.6487
991	674	56.9854
137	464	24.0405
503	789	20.7456
429	745	24.7636
226	897	22.0823
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
