29
44.611	22.783
7.346	25.496
6.531	12.084	1.0
15.827	46.323	1.0
0.158	1.059	1.0
18.143	40.427	1.0
12.659	42.638	1.0
10.651	25.33	1.0
22.414	12.255	1.0
36.473	10.095	1.0
45.178	39.203	1.0
39.958	35.685	1.0
22.621	7.523	1.0
21.041	1.375	1.0
41.432	29.462	1.0
42.579	15.387	1.0
44.608	0.135	1.0
8.254	27.825	1.0
20.425	8.847	1.0
9.135	3.278	1.0
19.252	24.869	1.0
47.194	42.518	1.0
43.95	25.953	1.0
13.612	4.899	1.0
19.822	33.124	1.0
10.844	11.328	1.0
29.596	27.575	1.0
21.075	38.492	1.0
26.017	33.751	1.0
29.481	6.892	1.0
16.139	35.237	1.0
0.729	0.892	0.796	0.818	0.709	0.821	0.772	0.822	0.879	0.891	0.824	0.732	0.75	0.856	0.88	0.891	0.791	0.714	0.885	0.714	0.739	0.804	0.763	0.885	0.759	0.787	0.854	0.758	0.827
