22
24.713	19.576
21.0	13.603
14.569	11.146	1.0
23.043	11.365	1.0
2.798	4.174	1.0
8.507	5.655	1.0
7.73	10.517	1.0
7.608	24.614	1.0
9.849	21.765	1.0
12.23	14.2	1.0
3.102	24.222	1.0
13.777	22.369	1.0
21.224	0.325	1.0
19.442	16.285	1.0
1.364	22.17	1.0
1.518	18.05	1.0
18.019	2.56	1.0
11.271	24.511	1.0
6.829	18.545	1.0
17.929	21.803	1.0
4.407	7.303	1.0
0.829	12.847	1.0
22.379	16.97	1.0
15.056	6.539	1.0
0.501	0.674	0.678	0.576	0.685	0.677	0.64	0.6	0.553	0.692	0.544	0.547	0.603	0.561	0.693	0.645	0.513	0.672	0.692	0.674	0.564	0.518
