25
8.218	21.708
34.499	46.191
1.532	53.771	1.0
33.645	29.276	1.0
22.289	4.237	1.0
44.999	57.757	1.0
51.162	16.109	1.0
20.045	14.336	1.0
36.049	48.888	1.0
56.482	38.967	1.0
60.639	7.965	1.0
23.86	17.729	1.0
29.918	28.845	1.0
0.579	21.379	1.0
6.088	31.065	1.0
34.17	39.714	1.0
18.989	24.179	1.0
48.73	37.522	1.0
16.585	52.617	1.0
10.428	2.215	1.0
61.25	16.681	1.0
2.602	35.236	1.0
29.001	57.562	1.0
28.534	22.633	1.0
23.942	52.541	1.0
46.974	0.645	1.0
11.496	60.275	1.0
0.855	0.896	0.772	0.751	0.713	0.838	0.775	0.895	0.804	0.878	0.873	0.861	0.738	0.754	0.716	0.82	0.855	0.709	0.743	0.865	0.705	0.863	0.722	0.776	0.779
