25
34.874	33.135
23.788	0.632
27.699	48.822	1.0
28.659	20.159	1.0
46.072	15.817	1.0
8.165	32.395	1.0
50.101	11.882	1.0
39.385	15.901	1.0
24.329	10.282	1.0
20.43	35.532	1.0
47.639	51.193	1.0
3.206	10.077	1.0
45.289	30.763	1.0
21.633	19.116	1.0
15.277	12.704	1.0
34.223	4.863	1.0
8.47	3.237	1.0
52.566	12.49	1.0
16.276	49.608	1.0
44.054	33.781	1.0
29.248	15.599	1.0
25.987	14.852	1.0
34.263	29.126	1.0
21.384	31.674	1.0
20.814	40.305	1.0
49.704	17.804	1.0
0.007	21.537	1.0
0.755	0.8	0.702	0.785	0.881	0.737	0.764	0.852	0.818	0.81	0.762	0.897	0.866	0.791	0.863	0.765	0.796	0.789	0.839	0.835	0.733	0.82	0.835	0.817	0.817
