26
25.246	13.462
5.177	21.688
21.221	47.452	1.0
35.632	44.768	1.0
51.753	0.907	1.0
28.832	24.992	1.0
7.831	46.338	1.0
1.092	37.458	1.0
22.953	53.402	1.0
20.272	50.049	1.0
53.017	37.939	1.0
22.153	7.874	1.0
23.756	1.604	1.0
37.756	49.869	1.0
0.637	7.243	1.0
12.252	27.954	1.0
31.407	52.199	1.0
23.886	4.887	1.0
25.184	16.695	1.0
51.616	29.197	1.0
24.007	24.71	1.0
44.812	16.39	1.0
17.994	18.861	1.0
44.057	44.165	1.0
16.398	46.489	1.0
41.614	23.283	1.0
39.548	7.611	1.0
12.717	30.718	1.0
0.893	0.746	0.804	0.716	0.781	0.72	0.892	0.827	0.845	0.701	0.799	0.722	0.829	0.886	0.795	0.896	0.867	0.769	0.886	0.744	0.826	0.777	0.779	0.823	0.821	0.887
