29
35.366	45.62
7.16	43.759
45.034	39.859	1.0
8.326	19.186	1.0
13.704	9.03	1.0
20.994	17.465	1.0
12.31	21.354	1.0
18.485	34.062	1.0
45.841	14.48	1.0
4.829	21.05	1.0
27.716	2.893	1.0
44.28	34.243	1.0
45.303	31.708	1.0
26.06	45.683	1.0
18.771	46.098	1.0
6.251	34.233	1.0
41.908	22.222	1.0
35.333	33.361	1.0
41.092	11.129	1.0
46.085	18.773	1.0
38.606	37.995	1.0
33.884	41.271	1.0
4.828	47.132	1.0
44.447	45.29	1.0
37.018	46.879	1.0
19.503	38.113	1.0
12.265	35.64	1.0
47.674	3.495	1.0
22.741	30.289	1.0
31.453	33.006	1.0
4.804	24.029	1.0
0.781	0.862	0.836	0.801	0.781	0.782	0.846	0.805	0.857	0.835	0.728	0.723	0.768	0.726	0.739	0.758	0.868	0.734	0.74	0.756	0.794	0.842	0.899	0.746	0.735	0.73	0.776	0.702	0.795
