26
36.587	6.621
2.138	41.056
13.141	48.728	1.0
5.192	34.605	1.0
8.187	41.87	1.0
45.44	4.614	1.0
30.668	19.05	1.0
21.3	13.89	1.0
22.347	29.897	1.0
15.427	4.442	1.0
42.273	53.917	1.0
1.275	29.994	1.0
38.841	43.094	1.0
26.366	34.485	1.0
15.047	41.383	1.0
24.774	1.106	1.0
22.142	18.413	1.0
48.972	40.292	1.0
12.629	9.243	1.0
40.627	2.423	1.0
53.203	2.1	1.0
8.169	22.037	1.0
23.279	7.101	1.0
7.736	44.957	1.0
22.67	53.489	1.0
41.414	14.386	1.0
28.167	18.718	1.0
37.174	28.841	1.0
0.786	0.767	0.722	0.729	0.759	0.872	0.804	0.865	0.752	0.878	0.767	0.847	0.783	0.87	0.857	0.708	0.728	0.718	0.801	0.812	0.856	0.853	0.749	0.726	0.832	0.891
