22
28.451	0.934
19.439	31.781
5.15	19.759	1.0
12.106	31.186	1.0
20.964	5.23	1.0
21.326	12.149	1.0
3.789	17.34	1.0
13.806	12.174	1.0
29.867	1.513	1.0
11.308	0.427	1.0
11.267	28.678	1.0
24.037	15.197	1.0
5.608	1.166	1.0
28.819	22.41	1.0
7.858	32.486	1.0
31.041	12.529	1.0
24.727	18.694	1.0
12.083	25.716	1.0
15.662	30.938	1.0
14.914	2.77	1.0
25.44	26.933	1.0
27.398	13.891	1.0
14.69	7.66	1.0
22.411	20.179	1.0
0.552	0.59	0.561	0.501	0.638	0.651	0.63	0.59	0.54	0.694	0.539	0.605	0.646	0.516	0.541	0.571	0.671	0.576	0.506	0.543	0.694	0.603
