23
37.355	7.168
4.969	19.41
7.995	28.213	1.0
35.26	12.476	1.0
9.848	22.722	1.0
12.084	32.248	1.0
21.248	4.441	1.0
23.129	16.171	1.0
18.386	34.787	1.0
28.174	39.873	1.0
27.759	5.412	1.0
0.586	17.89	1.0
27.108	0.324	1.0
6.078	25.477	1.0
32.577	7.496	1.0
32.859	38.394	1.0
10.123	4.62	1.0
15.415	29.806	1.0
20.67	24.766	1.0
35.106	30.523	1.0
1.421	41.067	1.0
39.615	34.294	1.0
11.079	10.471	1.0
14.951	19.818	1.0
29.628	3.429	1.0
0.74	0.734	0.803	0.725	0.768	0.87	0.75	0.722	0.842	0.895	0.74	0.897	0.759	0.819	0.745	0.789	0.895	0.709	0.8	0.886	0.785	0.705	0.87
