21
24.849	1.889
17.803	0.062
43.062	52.953	1.0
19.013	47.968	1.0
40.458	50.539	1.0
20.929	33.602	1.0
12.422	5.318	1.0
44.046	35.417	1.0
52.129	19.477	1.0
24.25	47.144	1.0
5.701	28.916	1.0
16.106	9.43	1.0
36.25	29.705	1.0
17.484	7.217	1.0
46.195	40.287	1.0
32.405	17.247	1.0
0.665	36.955	1.0
32.019	14.426	1.0
35.494	36.067	1.0
34.788	5.775	1.0
7.388	19.901	1.0
10.279	24.128	1.0
17.872	12.956	1.0
0.724	0.875	0.811	0.84	0.873	0.83	0.799	0.896	0.702	0.751	0.701	0.829	0.784	0.812	0.735	0.768	0.81	0.866	0.844	0.779	0.862
