29
29.267	3.467
44.158	39.455
35.814	36.125	1.0
26.269	24.345	1.0
27.82	31.078	1.0
46.785	34.472	1.0
13.481	10.828	1.0
35.296	26.887	1.0
21.847	38.813	1.0
5.457	36.738	1.0
9.084	0.305	1.0
15.192	17.166	1.0
32.73	38.04	1.0
47.113	3.97	1.0
20.457	7.554	1.0
11.048	44.737	1.0
46.98	44.804	1.0
37.523	42.179	1.0
21.439	10.78	1.0
47.308	17.927	1.0
0.805	25.706	1.0
0.668	11.715	1.0
8.837	16.439	1.0
11.815	25.146	1.0
18.835	28.407	1.0
16.487	46.332	1.0
19.63	1.649	1.0
26.658	16.516	1.0
29.988	0.023	1.0
33.476	47.48	1.0
43.019	22.202	1.0
0.706	0.885	0.816	0.877	0.804	0.835	0.867	0.877	0.825	0.817	0.852	0.745	0.704	0.812	0.801	0.836	0.702	0.75	0.817	0.895	0.875	0.847	0.791	0.761	0.803	0.734	0.874	0.789	0.769
