24
26.545	37.329
12.348	26.621
33.628	38.804	1.0
32.186	16.981	1.0
4.452	40.884	1.0
22.262	16.142	1.0
4.324	49.154	1.0
18.007	7.305	1.0
37.306	16.303	1.0
33.593	26.722	1.0
51.686	2.754	1.0
11.288	20.862	1.0
17.678	1.571	1.0
33.576	30.921	1.0
38.808	43.059	1.0
13.873	41.074	1.0
21.422	40.08	1.0
0.101	26.519	1.0
8.237	36.879	1.0
16.78	49.822	1.0
22.601	0.785	1.0
5.23	33.91	1.0
4.229	14.924	1.0
36.541	19.43	1.0
50.68	32.798	1.0
20.32	27.734	1.0
0.723	0.853	0.781	0.829	0.799	0.805	0.862	0.775	0.896	0.75	0.856	0.875	0.828	0.786	0.812	0.777	0.775	0.863	0.861	0.731	0.762	0.799	0.878	0.749
