30
9.156	12.072
33.319	38.854
59.847	45.76	1.0
34.096	58.111	1.0
16.328	36.583	1.0
67.274	57.399	1.0
0.028	63.885	1.0
67.344	39.965	1.0
62.741	31.711	1.0
36.493	10.391	1.0
40.723	35.614	1.0
18.712	65.531	1.0
23.03	66.181	1.0
50.246	8.552	1.0
66.629	23.564	1.0
24.128	12.139	1.0
61.567	28.188	1.0
9.562	9.283	1.0
2.371	38.075	1.0
13.461	62.902	1.0
60.468	36.651	1.0
13.653	31.13	1.0
42.163	38.691	1.0
51.038	64.035	1.0
1.524	19.497	1.0
44.523	34.565	1.0
8.449	49.466	1.0
42.787	44.264	1.0
21.277	31.103	1.0
19.379	55.842	1.0
26.175	15.237	1.0
1.875	4.4	1.0
0.865	0.879	0.736	0.851	0.767	0.776	0.726	0.768	0.847	0.841	0.76	0.785	0.752	0.773	0.796	0.863	0.751	0.771	0.849	0.883	0.773	0.773	0.844	0.856	0.884	0.775	0.759	0.711	0.847	0.754
