22
11.468	6.697
12.435	25.792
25.303	8.486	1.0
34.461	1.306	1.0
0.715	30.075	1.0
34.716	19.387	1.0
12.268	1.826	1.0
18.485	21.51	1.0
31.515	21.187	1.0
14.966	26.764	1.0
38.757	14.025	1.0
1.552	14.051	1.0
33.55	11.406	1.0
0.822	39.504	1.0
39.294	18.636	1.0
5.921	19.549	1.0
40.124	36.133	1.0
11.947	22.647	1.0
33.646	5.259	1.0
26.91	25.234	1.0
27.338	33.05	1.0
11.199	27.415	1.0
6.292	14.891	1.0
1.189	21.286	1.0
0.681	0.653	0.553	0.618	0.542	0.608	0.533	0.654	0.643	0.569	0.678	0.553	0.532	0.568	0.642	0.56	0.509	0.525	0.644	0.584	0.556	0.691
