21
53.264	53.678
31.408	52.918
10.573	6.624	1.0
22.223	23.972	1.0
9.557	35.907	1.0
11.134	20.172	1.0
18.756	38.917	1.0
29.868	13.604	1.0
42.917	44.81	1.0
47.789	14.438	1.0
15.385	45.278	1.0
27.801	0.066	1.0
51.665	15.058	1.0
22.269	47.035	1.0
54.633	26.859	1.0
37.338	17.324	1.0
25.71	50.037	1.0
7.452	49.919	1.0
54.874	36.444	1.0
3.125	13.582	1.0
12.628	13.278	1.0
14.391	7.436	1.0
23.054	7.804	1.0
0.748	0.79	0.808	0.793	0.89	0.872	0.884	0.813	0.84	0.86	0.701	0.76	0.802	0.701	0.783	0.809	0.847	0.786	0.891	0.734	0.761
