29
11.128	46.656
44.395	7.244
39.577	22.586	1.0
45.713	29.988	1.0
28.572	32.306	1.0
33.713	27.229	1.0
52.565	12.325	1.0
66.352	64.986	1.0
63.826	41.248	1.0
65.484	61.425	1.0
36.648	49.581	1.0
20.345	24.225	1.0
37.426	62.396	1.0
38.128	30.947	1.0
35.887	19.392	1.0
53.164	39.92	1.0
14.414	12.084	1.0
5.227	18.869	1.0
22.567	55.361	1.0
35.336	5.539	1.0
39.783	6.143	1.0
59.111	11.707	1.0
43.983	14.264	1.0
15.264	38.24	1.0
28.918	48.391	1.0
23.237	27.377	1.0
8.825	43.5	1.0
60.853	51.307	1.0
31.743	32.394	1.0
23.263	66.309	1.0
44.866	57.834	1.0
0.81	0.86	0.845	0.808	0.87	0.838	0.726	0.746	0.887	0.812	0.749	0.756	0.893	0.724	0.8	0.79	0.886	0.816	0.804	0.856	0.864	0.883	0.862	0.748	0.837	0.845	0.771	0.822	0.712
