30
15.151	8.205
11.996	43.441
48.509	36.033	1.0
17.022	8.068	1.0
46.579	2.595	1.0
2.101	4.666	1.0
15.608	34.208	1.0
35.176	42.787	1.0
10.37	16.373	1.0
18.545	44.71	1.0
38.801	25.78	1.0
39.644	47.669	1.0
26.826	37.371	1.0
20.147	30.478	1.0
29.058	34.738	1.0
12.817	33.104	1.0
1.195	37.916	1.0
40.764	35.054	1.0
2.347	23.013	1.0
30.85	14.227	1.0
12.904	13.225	1.0
26.0	0.228	1.0
47.468	27.473	1.0
13.428	24.701	1.0
14.888	1.578	1.0
32.216	21.04	1.0
47.336	11.778	1.0
45.36	7.827	1.0
24.685	10.695	1.0
20.102	39.274	1.0
3.303	40.285	1.0
33.951	6.254	1.0
0.832	0.731	0.887	0.777	0.711	0.763	0.87	0.872	0.829	0.815	0.777	0.705	0.812	0.755	0.78	0.759	0.791	0.715	0.877	0.817	0.758	0.732	0.792	0.866	0.847	0.857	0.776	0.792	0.79	0.88
