25
35.78	4.833
39.474	14.606
32.849	7.553	1.0
34.043	3.353	1.0
9.18	43.684	1.0
33.029	15.692	1.0
1.788	21.899	1.0
2.903	40.809	1.0
42.992	8.862	1.0
7.331	38.286	1.0
11.531	18.112	1.0
41.808	34.822	1.0
31.522	32.632	1.0
8.132	23.94	1.0
5.334	33.342	1.0
10.279	22.285	1.0
8.86	10.771	1.0
41.641	15.598	1.0
31.689	39.427	1.0
23.676	41.585	1.0
36.027	44.041	1.0
11.924	4.334	1.0
8.182	35.377	1.0
36.421	10.087	1.0
0.657	38.011	1.0
26.57	8.298	1.0
25.264	30.808	1.0
0.774	0.806	0.709	0.894	0.807	0.77	0.807	0.747	0.896	0.792	0.764	0.86	0.806	0.787	0.826	0.852	0.818	0.786	0.75	0.859	0.767	0.725	0.723	0.797	0.888
