23
0.288	59.208
52.768	49.81
12.783	24.61	1.0
21.682	40.78	1.0
58.043	28.34	1.0
40.326	9.559	1.0
45.075	24.033	1.0
7.643	47.522	1.0
3.25	31.529	1.0
7.409	7.036	1.0
26.49	37.304	1.0
27.776	28.308	1.0
59.346	51.843	1.0
12.05	46.922	1.0
17.468	25.538	1.0
33.347	46.372	1.0
54.457	40.373	1.0
20.821	12.423	1.0
33.035	21.098	1.0
31.145	26.474	1.0
17.779	17.125	1.0
1.238	9.119	1.0
52.326	9.143	1.0
56.189	20.601	1.0
33.088	49.784	1.0
0.817	0.873	0.798	0.809	0.85	0.724	0.819	0.715	0.761	0.813	0.716	0.748	0.861	0.826	0.754	0.869	0.783	0.733	0.749	0.782	0.843	0.786	0.73
