28
63.445	15.601
6.487	62.404
59.036	35.892	1.0
17.457	55.636	1.0
17.058	38.143	1.0
4.684	45.671	1.0
42.862	17.055	1.0
12.512	45.281	1.0
13.509	58.61	1.0
13.69	22.958	1.0
52.214	9.879	1.0
12.156	2.665	1.0
10.088	63.736	1.0
50.03	59.327	1.0
54.68	2.158	1.0
0.431	50.69	1.0
7.397	20.849	1.0
8.469	52.563	1.0
7.6	27.693	1.0
29.571	16.158	1.0
3.115	57.543	1.0
56.525	48.165	1.0
13.399	12.47	1.0
21.704	43.247	1.0
6.624	58.734	1.0
30.678	61.111	1.0
60.686	46.347	1.0
39.058	63.874	1.0
27.682	28.234	1.0
0.845	5.361	1.0
0.757	0.798	0.728	0.776	0.859	0.764	0.742	0.793	0.841	0.774	0.701	0.811	0.873	0.871	0.805	0.796	0.803	0.709	0.792	0.788	0.855	0.748	0.838	0.759	0.798	0.718	0.895	0.798
