24
47.647	16.85
34.05	0.153
50.103	19.444	1.0
33.415	2.985	1.0
8.498	42.131	1.0
5.649	27.654	1.0
10.835	18.839	1.0
6.145	35.495	1.0
6.311	20.198	1.0
6.38	50.696	1.0
22.976	39.859	1.0
21.099	1.552	1.0
31.319	9.685	1.0
41.338	13.622	1.0
16.71	18.703	1.0
19.2	20.109	1.0
18.728	37.51	1.0
34.96	32.705	1.0
30.018	48.142	1.0
36.067	30.001	1.0
44.765	19.608	1.0
41.195	45.619	1.0
6.125	14.865	1.0
3.632	5.12	1.0
34.082	50.811	1.0
11.413	45.259	1.0
0.734	0.776	0.839	0.8	0.731	0.769	0.754	0.749	0.828	0.724	0.722	0.807	0.753	0.779	0.795	0.804	0.705	0.86	0.739	0.874	0.776	0.757	0.875	0.714
