21
29.976	0.884
12.908	13.546
24.414	19.1	1.0
30.75	24.857	1.0
18.504	15.794	1.0
31.039	35.511	1.0
3.558	18.233	1.0
16.416	22.555	1.0
45.774	42.608	1.0
12.758	0.953	1.0
27.258	40.415	1.0
21.964	23.336	1.0
42.096	10.904	1.0
9.675	23.25	1.0
19.234	36.775	1.0
24.498	34.137	1.0
35.013	41.616	1.0
40.729	4.165	1.0
25.023	26.357	1.0
20.24	43.902	1.0
30.072	2.709	1.0
45.299	3.771	1.0
8.703	38.541	1.0
0.782	0.718	0.749	0.823	0.772	0.723	0.79	0.808	0.852	0.783	0.771	0.766	0.846	0.77	0.766	0.713	0.877	0.788	0.723	0.704	0.814
