25
32.053	5.433
23.579	25.896
20.141	29.285	1.0
1.276	13.068	1.0
18.436	40.858	1.0
41.041	5.327	1.0
13.707	26.621	1.0
0.945	28.619	1.0
11.812	18.032	1.0
38.88	10.236	1.0
42.044	15.713	1.0
20.27	33.213	1.0
16.58	43.62	1.0
36.387	42.585	1.0
5.668	26.602	1.0
15.938	4.086	1.0
14.463	11.824	1.0
39.703	22.639	1.0
12.296	3.107	1.0
22.503	21.144	1.0
28.231	27.354	1.0
41.955	39.697	1.0
11.667	42.507	1.0
35.325	26.58	1.0
29.103	24.978	1.0
28.639	33.991	1.0
12.58	39.764	1.0
0.846	0.767	0.771	0.866	0.817	0.897	0.767	0.781	0.771	0.708	0.829	0.71	0.803	0.764	0.813	0.73	0.832	0.74	0.767	0.858	0.812	0.747	0.775	0.738	0.888
