35
1198	368
1180	753
83	1195	134.024
908	274	27.7714
56	471	43.9823
837	272	23.1815
1097	418	39.6983
165	437	27.5411
1138	761	15.7703
17	757	51.8814
284	333	20.5646
363	49	40.5034
1035	307	39.5976
459	991	46.4576
147	353	31.2929
573	1195	7.77261
222	647	47.9053
581	921	53.0575
1160	655	25.6927
188	23	34.5676
1040	1181	46.9474
386	337	15.2507
85	26	39.8563
917	852	90.0741
496	819	47.883
587	1174	8.49236
660	42	94.5275
1201	586	24.7732
775	499	48.6341
551	444	60.7897
60	604	9.80935
401	149	34.5482
349	327	11.989
904	1145	45.8504
701	1155	43.0237
673	622	52.1729
81	625	10.7114
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
