27
36.502	29.565
19.434	18.399
24.312	0.503	1.0
28.758	19.682	1.0
20.012	50.495	1.0
14.82	33.46	1.0
55.801	48.383	1.0
0.067	8.062	1.0
19.888	62.764	1.0
33.339	3.239	1.0
19.977	53.655	1.0
33.672	16.375	1.0
5.607	21.41	1.0
50.53	35.071	1.0
39.445	43.127	1.0
46.281	51.124	1.0
42.524	63.726	1.0
7.881	59.156	1.0
60.896	28.761	1.0
7.576	54.859	1.0
10.184	63.317	1.0
4.782	45.716	1.0
29.851	25.42	1.0
35.259	36.971	1.0
4.639	38.589	1.0
9.733	33.424	1.0
24.022	26.102	1.0
0.725	31.551	1.0
47.078	40.552	1.0
0.745	0.896	0.852	0.732	0.807	0.827	0.765	0.841	0.809	0.802	0.859	0.73	0.777	0.868	0.794	0.727	0.767	0.9	0.737	0.721	0.719	0.883	0.818	0.756	0.725	0.807	0.772
