33
236	4
194	185
173	1088	23.4933
962	1084	79.146
125	349	4.91743
173	625	13.1288
680	751	17.0566
333	721	4.25159
547	703	14.9536
603	156	16.6436
72	872	14.0674
682	208	4.38227
855	502	14.7792
321	700	4.38644
232	196	4.23195
387	886	10.5036
1001	425	17.0026
419	966	12.6631
109	386	6.71258
714	27	8.15962
231	126	13.022
584	331	23.6863
541	1009	16.2953
800	422	15.2433
335	958	4.44381
141	683	9.73513
670	227	2.54423
41	1042	24.3657
928	190	27.1199
86	734	11.9831
138	771	9.7396
315	994	6.46741
671	95	14.406
261	3	4.31441
794	93	19.3267
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
