20
242	27
204	389
353	199	33.6193
273	303	20.1365
18	128	35.2574
178	172	8.54428
328	90	36.5263
269	236	4.53378
161	99	11.7104
58	330	19.6085
289	5	18.3594
197	141	11.9968
262	190	9.20995
102	174	21.2739
278	245	4.59213
127	84	12.5788
153	133	13.9398
184	196	7.47467
236	177	9.09747
3	236	36.7611
64	390	24.0018
380	294	34.2601
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
