28
5.998	36.763
31.09	38.96
36.197	0.57	1.0
43.948	54.955	1.0
12.575	19.251	1.0
0.136	5.834	1.0
11.505	9.123	1.0
14.398	26.871	1.0
9.734	41.139	1.0
47.359	13.015	1.0
56.608	50.915	1.0
35.344	51.202	1.0
34.804	23.218	1.0
41.44	35.285	1.0
22.01	20.656	1.0
22.293	40.57	1.0
45.418	9.197	1.0
26.259	29.214	1.0
11.174	56.607	1.0
63.634	54.746	1.0
20.397	48.266	1.0
34.689	56.336	1.0
55.384	10.147	1.0
31.205	33.617	1.0
38.879	56.989	1.0
22.983	65.476	1.0
28.644	9.653	1.0
33.408	20.944	1.0
0.58	59.455	1.0
42.525	22.334	1.0
0.713	0.751	0.797	0.864	0.809	0.879	0.827	0.848	0.824	0.708	0.816	0.75	0.774	0.889	0.717	0.9	0.859	0.819	0.736	0.717	0.845	0.722	0.778	0.893	0.732	0.751	0.842	0.713
