28
36.231	63.605
44.592	64.347
48.614	11.171	1.0
37.492	20.025	1.0
19.502	14.229	1.0
51.492	36.666	1.0
35.246	5.87	1.0
11.204	60.167	1.0
64.557	59.688	1.0
25.786	17.167	1.0
21.981	45.858	1.0
7.316	10.399	1.0
33.563	50.668	1.0
3.429	4.151	1.0
15.049	44.593	1.0
16.011	51.57	1.0
41.159	16.407	1.0
42.862	22.758	1.0
61.524	53.14	1.0
42.118	8.377	1.0
0.578	18.468	1.0
63.035	40.572	1.0
4.198	64.759	1.0
59.52	20.768	1.0
30.29	60.746	1.0
15.029	22.924	1.0
40.946	36.385	1.0
41.324	4.562	1.0
46.968	63.405	1.0
18.194	65.439	1.0
0.874	0.803	0.753	0.833	0.817	0.808	0.815	0.864	0.804	0.8	0.726	0.853	0.772	0.882	0.891	0.792	0.863	0.759	0.862	0.838	0.789	0.848	0.806	0.839	0.747	0.792	0.83	0.811
