19
18	304
17	19
89	116	9.98504
55	157	9.5328
6	333	8.58234
39	325	7.26201
333	130	20.7991
150	76	6.06053
39	193	6.33562
176	3	5.27175
66	216	4.61562
125	87	2.77274
69	197	5.55319
259	142	21.0471
340	18	23.5741
165	296	35.0367
127	74	3.03016
84	34	14.0938
150	0	7.68903
321	278	38.2382
42	218	5.80091
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
