22
15.212	21.947
1.091	24.665
21.256	23.153	1.0
26.789	17.129	1.0
20.015	0.481	1.0
25.99	10.196	1.0
20.116	18.416	1.0
3.103	29.71	1.0
25.278	7.004	1.0
6.937	8.038	1.0
29.452	30.288	1.0
23.15	1.707	1.0
7.187	16.669	1.0
9.792	4.326	1.0
23.364	10.617	1.0
1.174	6.13	1.0
14.06	15.48	1.0
8.046	26.007	1.0
23.418	5.224	1.0
5.754	5.633	1.0
1.139	15.152	1.0
31.188	16.848	1.0
15.274	7.148	1.0
29.703	0.236	1.0
0.595	0.644	0.693	0.504	0.505	0.543	0.532	0.542	0.677	0.535	0.652	0.518	0.528	0.651	0.581	0.602	0.629	0.548	0.565	0.654	0.528	0.633
