25
9.74	16.505
31.062	33.838
8.259	27.938	1.0
27.477	11.908	1.0
9.301	39.617	1.0
36.172	28.846	1.0
37.951	15.868	1.0
13.799	9.892	1.0
16.749	8.228	1.0
13.911	30.005	1.0
36.3	3.553	1.0
35.053	38.421	1.0
20.551	43.155	1.0
37.891	23.616	1.0
4.062	18.406	1.0
43.362	0.453	1.0
24.024	35.308	1.0
10.383	30.266	1.0
28.484	20.883	1.0
1.038	2.962	1.0
0.14	10.08	1.0
0.205	41.005	1.0
16.445	37.413	1.0
6.86	18.888	1.0
28.416	27.113	1.0
26.121	40.486	1.0
32.296	19.204	1.0
0.845	0.799	0.729	0.728	0.766	0.748	0.893	0.878	0.824	0.742	0.812	0.85	0.706	0.847	0.722	0.74	0.773	0.816	0.766	0.809	0.733	0.819	0.777	0.791	0.726
